Cores,Time(s),Speedup,Efficiency
1,2482.749443,1.0,1.0
2,1250.898281,1.9847732471222415,0.9923866235611207
4,795.842552,3.1196490270100563,0.7799122567525141
8,389.616574,6.372289087989363,0.7965361359986703
16,168.072653,14.77188227046074,0.9232426419037962
32,114.422868,21.69801794340621,0.6780630607314441
64,306.86158,8.090779702692009,0.12641843285456264
